Current (Ampere),score,cluster
38,0.03924048366992662,0
45,0.33910950446466037,0
30,0.48169855381399435,0
48,0.49659778605180305,0
38,0.03924048366992662,0
43,0.23229885850066112,0
33,0.3150020996671135,0
38,0.03924048366992662,0
35,0.20432761240787192,0
40,0.07001803564803076,0
35,0.20432761240787192,0
35,0.20432761240787192,0
40,0.07001803564803076,0
33,0.3150020996671135,0
35,0.20432761240787192,0
30,0.48169855381399435,0
35,0.20432761240787192,0
38,0.03924048366992662,0
35,0.20432761240787192,0
40,0.07001803564803076,0
43,0.23229885850066112,0
45,0.33910950446466037,0
35,0.20432761240787192,0
35,0.20432761240787192,0
48,0.49659778605180305,0
35,0.20432761240787192,0
40,0.07001803564803076,0
40,0.07001803564803076,0
40,0.07001803564803076,0
38,0.03924048366992662,0
45,0.33910950446466037,0
35,0.20432761240787192,0
35,0.20432761240787192,0
35,0.20432761240787192,0
35,0.20432761240787192,0
35,0.20432761240787192,0
45,0.33910950446466037,0
40,0.07001803564803076,0
33,0.3150020996671135,0
43,0.23229885850066112,0
35,0.20432761240787192,0
45,0.33910950446466037,0
38,0.03924048366992662,0
40,0.07001803564803076,0
48,0.49659778605180305,0
43,0.23229885850066112,0
38,0.03924048366992662,0
35,0.20432761240787192,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
35,0.20432761240787192,0
33,0.3150020996671135,0
43,0.23229885850066112,0
48,0.49659778605180305,0
40,0.07001803564803076,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
38,0.03924048366992662,0
45,0.33910950446466037,0
38,0.03924048366992662,0
38,0.03924048366992662,0
35,0.20432761240787192,0
48,0.49659778605180305,0
40,0.07001803564803076,0
38,0.03924048366992662,0
33,0.3150020996671135,0
43,0.23229885850066112,0
38,0.03924048366992662,0
35,0.20432761240787192,0
40,0.07001803564803076,0
43,0.23229885850066112,0
40,0.07001803564803076,0
48,0.49659778605180305,0
48,0.49659778605180305,0
49,0.5482051945287978,0
69,1.3960336592976508,0
49,0.5482051945287978,0
49,0.5482051945287978,0
48,0.49659778605180305,0
48,0.49659778605180305,0
51,0.6498043977838279,0
46,0.39200708528014083,0
68,1.364643550282021,0
46,0.39200708528014083,0
48,0.49659778605180305,0
48,0.49659778605180305,0
46,0.39200708528014083,0
65,1.2633047812242513,0
48,0.49659778605180305,0
53,0.7488891194943634,0
48,0.49659778605180305,0
46,0.39200708528014083,0
57,0.9375772222686907,0
46,0.39200708528014083,0
65,1.2633047812242513,0
68,1.364643550282021,0
53,0.7488891194943634,0
48,0.49659778605180305,0
49,0.5482051945287978,0
46,0.39200708528014083,0
49,0.5482051945287978,0
44,0.2858619549773812,0
44,0.2858619549773812,0
44,0.2858619549773812,0
57,0.9375772222686907,0
49,0.5482051945287978,0
51,0.6498043977838279,0
46,0.39200708528014083,0
57,0.9375772222686907,0
53,0.7488891194943634,0
49,0.5482051945287978,0
48,0.49659778605180305,0
44,0.2858619549773812,0
68,1.364643550282021,0
49,0.5482051945287978,0
65,1.2633047812242513,0
49,0.5482051945287978,0
49,0.5482051945287978,0
53,0.7488891194943634,0
46,0.39200708528014083,0
46,0.39200708528014083,0
43,0.23229885850066112,0
49,0.5482051945287978,0
49,0.5482051945287978,0
49,0.5482051945287978,0
44,0.2858619549773812,0
57,0.9375772222686907,0
48,0.49659778605180305,0
51,0.6498043977838279,0
51,0.6498043977838279,0
49,0.5482051945287978,0
44,0.2858619549773812,0
51,0.6498043977838279,0
49,0.5482051945287978,0
48,0.49659778605180305,0
57,0.9375772222686907,0
51,0.6498043977838279,0
46,0.39200708528014083,0
53,0.7488891194943634,0
48,0.49659778605180305,0
48,0.49659778605180305,0
43,0.23229885850066112,0
51,0.6498043977838279,0
49,0.5482051945287978,0
51,0.6498043977838279,0
49,0.5482051945287978,0
48,0.49659778605180305,0
53,0.7488891194943634,0
48,0.49659778605180305,0
49,0.5482051945287978,0
46,0.39200708528014083,0
69,1.3960336592976508,0
44,0.2858619549773812,0
51,0.6498043977838279,0
48,0.49659778605180305,0
49,0.5482051945287978,0
46,0.39200708528014083,0
51,0.6498043977838279,0
53,0.7488891194943634,0
65,1.2633047812242513,0
43,0.23229885850066112,0
48,0.49659778605180305,0
57,0.9375772222686907,0
44,0.2858619549773812,0
51,0.6498043977838279,0
43,0.23229885850066112,0
51,0.6498043977838279,0
44,0.2858619549773812,0
44,0.2858619549773812,0
48,0.49659778605180305,0
49,0.5482051945287978,0
46,0.39200708528014083,0
49,0.5482051945287978,0
44,0.2858619549773812,0
48,0.49659778605180305,0
44,0.2858619549773812,0
46,0.39200708528014083,0
49,0.5482051945287978,0
51,0.6498043977838279,0
53,0.7488891194943634,0
57,0.9375772222686907,0
49,0.5482051945287978,0
46,0.39200708528014083,0
48,0.49659778605180305,0
49,0.5482051945287978,0
48,0.49659778605180305,0
53,0.7488891194943634,0
69,1.3960336592976508,0
51,0.6498043977838279,0
57,0.9375772222686907,0
51,0.6498043977838279,0
48,0.49659778605180305,0
48,0.49659778605180305,0
46,0.39200708528014083,0
53,0.7488891194943634,0
65,1.2633047812242513,0
51,0.6498043977838279,0
65,1.2633047812242513,0
49,0.5482051945287978,0
49,0.5482051945287978,0
46,0.39200708528014083,0
43,0.23229885850066112,0
44,0.2858619549773812,0
46,0.39200708528014083,0
44,0.2858619549773812,0
51,0.6498043977838279,0
48,0.49659778605180305,0
49,0.5482051945287978,0
51,0.6498043977838279,0
49,0.5482051945287978,0
49,0.5482051945287978,0
43,0.23229885850066112,0
49,0.5482051945287978,0
49,0.5482051945287978,0
51,0.6498043977838279,0
43,0.23229885850066112,0
30,0.48169855381399435,0
43,0.23229885850066112,0
30,0.48169855381399435,0
35,0.20432761240787192,0
38,0.03924048366992662,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
40,0.07001803564803076,0
38,0.03924048366992662,0
38,0.03924048366992662,0
40,0.07001803564803076,0
33,0.3150020996671135,0
30,0.48169855381399435,0
35,0.20432761240787192,0
40,0.07001803564803076,0
38,0.03924048366992662,0
43,0.23229885850066112,0
35,0.20432761240787192,0
38,0.03924048366992662,0
38,0.03924048366992662,0
40,0.07001803564803076,0
35,0.20432761240787192,0
33,0.3150020996671135,0
48,0.49659778605180305,0
40,0.07001803564803076,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
38,0.03924048366992662,0
30,0.48169855381399435,0
38,0.03924048366992662,0
33,0.3150020996671135,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
45,0.33910950446466037,0
43,0.23229885850066112,0
48,0.49659778605180305,0
43,0.23229885850066112,0
40,0.07001803564803076,0
45,0.33910950446466037,0
35,0.20432761240787192,0
30,0.48169855381399435,0
43,0.23229885850066112,0
33,0.3150020996671135,0
43,0.23229885850066112,0
43,0.23229885850066112,0
40,0.07001803564803076,0
30,0.48169855381399435,0
38,0.03924048366992662,0
45,0.33910950446466037,0
40,0.07001803564803076,0
43,0.23229885850066112,0
43,0.23229885850066112,0
45,0.33910950446466037,0
30,0.48169855381399435,0
45,0.33910950446466037,0
33,0.3150020996671135,0
30,0.48169855381399435,0
30,0.48169855381399435,0
43,0.23229885850066112,0
35,0.20432761240787192,0
33,0.3150020996671135,0
35,0.20432761240787192,0
45,0.33910950446466037,0
35,0.20432761240787192,0
30,0.48169855381399435,0
30,0.48169855381399435,0
30,0.48169855381399435,0
30,0.48169855381399435,0
45,0.33910950446466037,0
40,0.07001803564803076,0
43,0.23229885850066112,0
33,0.3150020996671135,0
30,0.48169855381399435,0
38,0.03924048366992662,0
35,0.20432761240787192,0
35,0.20432761240787192,0
35,0.20432761240787192,0
43,0.23229885850066112,0
48,0.49659778605180305,0
30,0.48169855381399435,0
43,0.23229885850066112,0
45,0.33910950446466037,0
43,0.23229885850066112,0
43,0.23229885850066112,0
45,0.33910950446466037,0
43,0.23229885850066112,0
43,0.23229885850066112,0
43,0.23229885850066112,0
40,0.07001803564803076,0
33,0.3150020996671135,0
30,0.48169855381399435,0
35,0.20432761240787192,0
40,0.07001803564803076,0
30,0.48169855381399435,0
43,0.23229885850066112,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
43,0.23229885850066112,0
30,0.48169855381399435,0
40,0.07001803564803076,0
38,0.03924048366992662,0
48,0.49659778605180305,0
48,0.49659778605180305,0
48,0.49659778605180305,0
35,0.20432761240787192,0
38,0.03924048366992662,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
46,0.39200708528014083,0
53,0.7488891194943634,0
43,0.23229885850066112,0
48,0.49659778605180305,0
46,0.39200708528014083,0
51,0.6498043977838279,0
51,0.6498043977838279,0
53,0.7488891194943634,0
51,0.6498043977838279,0
46,0.39200708528014083,0
46,0.39200708528014083,0
53,0.7488891194943634,0
43,0.23229885850066112,0
65,1.2633047812242513,0
53,0.7488891194943634,0
49,0.5482051945287978,0
65,1.2633047812242513,0
53,0.7488891194943634,0
53,0.7488891194943634,0
43,0.23229885850066112,0
44,0.2858619549773812,0
57,0.9375772222686907,0
51,0.6498043977838279,0
43,0.23229885850066112,0
46,0.39200708528014083,0
51,0.6498043977838279,0
44,0.2858619549773812,0
68,1.364643550282021,0
49,0.5482051945287978,0
46,0.39200708528014083,0
46,0.39200708528014083,0
51,0.6498043977838279,0
48,0.49659778605180305,0
43,0.23229885850066112,0
49,0.5482051945287978,0
51,0.6498043977838279,0
49,0.5482051945287978,0
44,0.2858619549773812,0
51,0.6498043977838279,0
46,0.39200708528014083,0
49,0.5482051945287978,0
48,0.49659778605180305,0
48,0.49659778605180305,0
51,0.6498043977838279,0
49,0.5482051945287978,0
49,0.5482051945287978,0
48,0.49659778605180305,0
48,0.49659778605180305,0
46,0.39200708528014083,0
68,1.364643550282021,0
53,0.7488891194943634,0
51,0.6498043977838279,0
46,0.39200708528014083,0
49,0.5482051945287978,0
43,0.23229885850066112,0
49,0.5482051945287978,0
43,0.23229885850066112,0
48,0.49659778605180305,0
46,0.39200708528014083,0
51,0.6498043977838279,0
43,0.23229885850066112,0
48,0.49659778605180305,0
51,0.6498043977838279,0
49,0.5482051945287978,0
43,0.23229885850066112,0
57,0.9375772222686907,0
49,0.5482051945287978,0
49,0.5482051945287978,0
49,0.5482051945287978,0
57,0.9375772222686907,0
53,0.7488891194943634,0
46,0.39200708528014083,0
44,0.2858619549773812,0
44,0.2858619549773812,0
44,0.2858619549773812,0
48,0.49659778605180305,0
43,0.23229885850066112,0
48,0.49659778605180305,0
46,0.39200708528014083,0
57,0.9375772222686907,0
46,0.39200708528014083,0
51,0.6498043977838279,0
46,0.39200708528014083,0
46,0.39200708528014083,0
48,0.49659778605180305,0
49,0.5482051945287978,0
46,0.39200708528014083,0
46,0.39200708528014083,0
48,0.49659778605180305,0
46,0.39200708528014083,0
53,0.7488891194943634,0
49,0.5482051945287978,0
46,0.39200708528014083,0
51,0.6498043977838279,0
46,0.39200708528014083,0
43,0.23229885850066112,0
43,0.23229885850066112,0
48,0.49659778605180305,0
49,0.5482051945287978,0
51,0.6498043977838279,0
51,0.6498043977838279,0
57,0.9375772222686907,0
49,0.5482051945287978,0
53,0.7488891194943634,0
48,0.49659778605180305,0
44,0.2858619549773812,0
43,0.23229885850066112,0
57,0.9375772222686907,0
49,0.5482051945287978,0
69,1.3960336592976508,0
44,0.2858619549773812,0
49,0.5482051945287978,0
46,0.39200708528014083,0
44,0.2858619549773812,0
43,0.23229885850066112,0
51,0.6498043977838279,0
44,0.2858619549773812,0
46,0.39200708528014083,0
44,0.2858619549773812,0
44,0.2858619549773812,0
48,0.49659778605180305,0
48,0.49659778605180305,0
48,0.49659778605180305,0
43,0.23229885850066112,0
49,0.5482051945287978,0
53,0.7488891194943634,0
46,0.39200708528014083,0
49,0.5482051945287978,0
48,0.49659778605180305,0
51,0.6498043977838279,0
44,0.2858619549773812,0
49,0.5482051945287978,0
65,1.2633047812242513,0
51,0.6498043977838279,0
65,1.2633047812242513,0
43,0.23229885850066112,0
43,0.23229885850066112,0
69,1.3960336592976508,0
51,0.6498043977838279,0
46,0.39200708528014083,0
49,0.5482051945287978,0
51,0.6498043977838279,0
49,0.5482051945287978,0
49,0.5482051945287978,0
0,2.1689483142368893,1
43,0.23229885850066112,0
40,0.07001803564803076,0
40,0.07001803564803076,0
43,0.23229885850066112,0
43,0.23229885850066112,0
35,0.20432761240787192,0
35,0.20432761240787192,0
33,0.3150020996671135,0
43,0.23229885850066112,0
43,0.23229885850066112,0
45,0.33910950446466037,0
35,0.20432761240787192,0
38,0.03924048366992662,0
40,0.07001803564803076,0
30,0.48169855381399435,0
38,0.03924048366992662,0
35,0.20432761240787192,0
43,0.23229885850066112,0
35,0.20432761240787192,0
43,0.23229885850066112,0
38,0.03924048366992662,0
35,0.20432761240787192,0
43,0.23229885850066112,0
35,0.20432761240787192,0
38,0.03924048366992662,0
35,0.20432761240787192,0
43,0.23229885850066112,0
30,0.48169855381399435,0
45,0.33910950446466037,0
35,0.20432761240787192,0
40,0.07001803564803076,0
40,0.07001803564803076,0
35,0.20432761240787192,0
45,0.33910950446466037,0
33,0.3150020996671135,0
43,0.23229885850066112,0
40,0.07001803564803076,0
43,0.23229885850066112,0
33,0.3150020996671135,0
30,0.48169855381399435,0
38,0.03924048366992662,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
45,0.33910950446466037,0
33,0.3150020996671135,0
40,0.07001803564803076,0
33,0.3150020996671135,0
45,0.33910950446466037,0
43,0.23229885850066112,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
35,0.20432761240787192,0
48,0.49659778605180305,0
38,0.03924048366992662,0
35,0.20432761240787192,0
30,0.48169855381399435,0
48,0.49659778605180305,0
30,0.48169855381399435,0
40,0.07001803564803076,0
38,0.03924048366992662,0
35,0.20432761240787192,0
35,0.20432761240787192,0
40,0.07001803564803076,0
48,0.49659778605180305,0
43,0.23229885850066112,0
38,0.03924048366992662,0
38,0.03924048366992662,0
45,0.33910950446466037,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
35,0.20432761240787192,0
38,0.03924048366992662,0
30,0.48169855381399435,0
35,0.20432761240787192,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
38,0.03924048366992662,0
48,0.49659778605180305,0
40,0.07001803564803076,0
43,0.23229885850066112,0
45,0.33910950446466037,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
48,0.49659778605180305,0
45,0.33910950446466037,0
43,0.23229885850066112,0
38,0.03924048366992662,0
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
0,2.1689483142368893,1
33,0.3150020996671135,0
38,0.03924048366992662,0
43,0.23229885850066112,0
30,0.48169855381399435,0
33,0.3150020996671135,0
45,0.33910950446466037,0
38,0.03924048366992662,0
40,0.07001803564803076,0
43,0.23229885850066112,0
33,0.3150020996671135,0
33,0.3150020996671135,0
35,0.20432761240787192,0
38,0.03924048366992662,0
43,0.23229885850066112,0
48,0.49659778605180305,0
53,0.7488891194943634,0
48,0.49659778605180305,0
44,0.2858619549773812,0
43,0.23229885850066112,0
46,0.39200708528014083,0
49,0.5482051945287978,0
51,0.6498043977838279,0
43,0.23229885850066112,0
44,0.2858619549773812,0
65,1.2633047812242513,0
57,0.9375772222686907,0
49,0.5482051945287978,0
65,1.2633047812242513,0
51,0.6498043977838279,0
48,0.49659778605180305,0
46,0.39200708528014083,0
49,0.5482051945287978,0
51,0.6498043977838279,0
51,0.6498043977838279,0
51,0.6498043977838279,0
68,1.364643550282021,0
49,0.5482051945287978,0
46,0.39200708528014083,0
48,0.49659778605180305,0
49,0.5482051945287978,0
51,0.6498043977838279,0
51,0.6498043977838279,0
46,0.39200708528014083,0
46,0.39200708528014083,0
46,0.39200708528014083,0
51,0.6498043977838279,0
44,0.2858619549773812,0
51,0.6498043977838279,0
51,0.6498043977838279,0
65,1.2633047812242513,0
53,0.7488891194943634,0
53,0.7488891194943634,0
65,1.2633047812242513,0
43,0.23229885850066112,0
51,0.6498043977838279,0
48,0.49659778605180305,0
48,0.49659778605180305,0
49,0.5482051945287978,0
57,0.9375772222686907,0
51,0.6498043977838279,0
51,0.6498043977838279,0
48,0.49659778605180305,0
51,0.6498043977838279,0
49,0.5482051945287978,0
48,0.49659778605180305,0
68,1.364643550282021,0
43,0.23229885850066112,0
51,0.6498043977838279,0
46,0.39200708528014083,0
68,1.364643550282021,0
51,0.6498043977838279,0
53,0.7488891194943634,0
48,0.49659778605180305,0
48,0.49659778605180305,0
65,1.2633047812242513,0
44,0.2858619549773812,0
48,0.49659778605180305,0
49,0.5482051945287978,0
49,0.5482051945287978,0
68,1.364643550282021,0
48,0.49659778605180305,0
49,0.5482051945287978,0
51,0.6498043977838279,0
46,0.39200708528014083,0
48,0.49659778605180305,0
43,0.23229885850066112,0
57,0.9375772222686907,0
65,1.2633047812242513,0
57,0.9375772222686907,0
46,0.39200708528014083,0
44,0.2858619549773812,0
48,0.49659778605180305,0
48,0.49659778605180305,0
46,0.39200708528014083,0
57,0.9375772222686907,0
44,0.2858619549773812,0
51,0.6498043977838279,0
51,0.6498043977838279,0
48,0.49659778605180305,0
51,0.6498043977838279,0
46,0.39200708528014083,0
68,1.364643550282021,0
43,0.23229885850066112,0
69,1.3960336592976508,0
51,0.6498043977838279,0
49,0.5482051945287978,0
48,0.49659778605180305,0
43,0.23229885850066112,0
49,0.5482051945287978,0
57,0.9375772222686907,0
49,0.5482051945287978,0
49,0.5482051945287978,0
48,0.49659778605180305,0
57,0.9375772222686907,0
51,0.6498043977838279,0
48,0.49659778605180305,0
57,0.9375772222686907,0
49,0.5482051945287978,0
68,1.364643550282021,0
43,0.23229885850066112,0
51,0.6498043977838279,0
49,0.5482051945287978,0
49,0.5482051945287978,0
53,0.7488891194943634,0
48,0.49659778605180305,0
53,0.7488891194943634,0
44,0.2858619549773812,0
